Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
49,Group Anagrams,group-anagrams,Medium,71.0,5436565,3858467,20630,696,"Hash Table,String,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5",None,,"242,249,2273,2514","Valid Anagram,Group Shifted Strings,Find Resultant Array After Removing Anagrams,Count Anagrams",,"Given an array of strings strs, group the anagrams together. You can return the answer in any order. "
50,"Pow(x, n)",powx-n,Medium,37.1,6095302,2259407,10791,10222,"Math,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx",None,,"69,372,2550","Sqrt(x),Super Pow,Count Collisions of Monkeys on a Polygon",,"Implement pow(x, n), which calculates x raised to the power n (i.e., xn). "
51,N-Queens,n-queens,Hard,72.9,1378419,1005119,13370,323,"Array,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0",None,,"52,1043","N-Queens II,Grid Illumination",,"The n-queens puzzle is the problem of placing n queens on an n x n chessboard such that no two queens attack each other. Given an integer n, return all distinct solutions to the n-queens puzzle. You may return the answer in any order. Each solution contains a distinct board configuration of the n-queens' placement, where 'Q' and '.' both indicate a queen and an empty space, respectively. "
52,N-Queens II,n-queens-ii,Hard,76.8,651023,499837,4089,275,Backtracking,VG9waWNUYWdOb2RlOjE0,None,,51,N-Queens,,"The n-queens puzzle is the problem of placing n queens on an n x n chessboard such that no two queens attack each other. Given an integer n, return the number of distinct solutions to the n-queens puzzle. "
53,Maximum Subarray,maximum-subarray,Medium,52.1,9702222,5057669,35869,1517,"Array,Divide and Conquer,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjEz",None,,"121,152,697,1020,2321,1849,1893,2272,2302,2496,2606,2600,3026,3410","Best Time to Buy and Sell Stock,Maximum Product Subarray,Degree of an Array,Longest Turbulent Subarray,Maximum Score Of Spliced Array,Maximum Absolute Sum of Any Subarray,Maximum Subarray Sum After One Operation,Substring With Largest Variance,Count Subarrays With Score Less Than K,Maximum Value of a String in an Array,Find the Substring With Maximum Cost,K Items With the Maximum Sum,Maximum Good Subarray Sum,Maximize Subarray Sum After Removing All Occurrences of One Element",,"Given an integer array nums, find the subarray with the largest sum, and return its sum. "
54,Spiral Matrix,spiral-matrix,Medium,54.0,3620499,1955885,16171,1446,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",None,"Well for some problems, the best way really is to come up with some algorithms for simulation. Basically, you need to simulate what the problem asks us to do. We go boundary by boundary and move inwards. That is the essential operation. First row, last column, last row, first column, and then we move inwards by 1 and repeat. That's all. That is all the simulation that we need. Think about when you want to switch the progress on one of the indexes. If you progress on i out of [i, j], you'll shift in the same column. Similarly, by changing values for j, you'd be shifting in the same row.
Also, keep track of the end of a boundary so that you can move inwards and then keep repeating. It's always best to simulate edge cases like a single column or a single row to see if anything breaks or not.","59,921,2326","Spiral Matrix II,Spiral Matrix III,Spiral Matrix IV",,"Given an m x n matrix, return all elements of the matrix in spiral order. "
55,Jump Game,jump-game,Medium,39.5,6733350,2661562,20668,1399,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",None,,"45,1428,2001,2297,2617,2789","Jump Game II,Jump Game III,Jump Game VII,Jump Game VIII,Minimum Number of Visited Cells in a Grid,Largest Element in an Array after Merge Operations",,"You are given an integer array nums. You are initially positioned at the array's first index, and each element in the array represents your maximum jump length at that position. Return true if you can reach the last index, or false otherwise. "
56,Merge Intervals,merge-intervals,Medium,49.4,6581157,3254081,23499,851,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5",None,,"57,252,253,495,616,715,761,768,1028,2297,2319,2276,2406,2446,2580,2848,3169,3323","Insert Interval,Meeting Rooms,Meeting Rooms II,Teemo Attacking,Add Bold Tag in String,Range Module,Employee Free Time,Partition Labels,Interval List Intersections,Amount of New Area Painted Each Day,Longest Substring of One Repeating Character,Count Integers in Intervals,Divide Intervals Into Minimum Number of Groups,Determine if Two Events Have Conflict,Count Ways to Group Overlapping Ranges,Points That Intersect With Cars,Count Days Without Meetings,Minimize Connected Groups by Inserting Interval",,"Given an array of intervals where intervals[i] = [starti, endi], merge all overlapping intervals, and return an array of the non-overlapping intervals that cover all the intervals in the input. "
57,Insert Interval,insert-interval,Medium,43.5,3389367,1475243,11139,884,Array,VG9waWNUYWdOb2RlOjU=,None,Intervals Array is sorted. Can you use Binary Search to find the correct position to insert the new Interval.? Can you try merging the overlapping intervals while inserting the new interval? This can be done by comparing the end of the last interval with the start of the new interval and vice versa.,"56,715,2276","Merge Intervals,Range Module,Count Integers in Intervals",,"You are given an array of non-overlapping intervals intervals where intervals[i] = [starti, endi] represent the start and the end of the ith interval and intervals is sorted in ascending order by starti. You are also given an interval newInterval = [start, end] that represents the start and end of another interval. Insert newInterval into intervals such that intervals is still sorted in ascending order by starti and intervals still does not have any overlapping intervals (merge overlapping intervals if necessary). Return intervals after the insertion. Note that you don't need to modify intervals in-place. You can make a new array and return it. "
58,Length of Last Word,length-of-last-word,Easy,56.4,4949570,2790723,5793,329,String,VG9waWNUYWdOb2RlOjEw,None,,,,,"Given a string s consisting of words and spaces, return the length of the last word in the string. A word is a maximal substring consisting of non-space characters only. "
59,Spiral Matrix II,spiral-matrix-ii,Medium,73.5,945598,694740,6667,273,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1",None,,"54,921,2326","Spiral Matrix,Spiral Matrix III,Spiral Matrix IV",,"Given a positive integer n, generate an n x n matrix filled with elements from 1 to n2 in spiral order. "
60,Permutation Sequence,permutation-sequence,Hard,50.0,968577,484408,6994,492,"Math,Recursion","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjMx",None,,"31,46","Next Permutation,Permutations",,"The set [1, 2, 3, ..., n] contains a total of n! unique permutations. By listing and labeling all of the permutations in order, we get the following sequence for n = 3: Given n and k, return the kth permutation sequence. "
61,Rotate List,rotate-list,Medium,40.0,3281540,1312490,10500,1506,"Linked List,Two Pointers","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=",None,,"189,725","Rotate Array,Split Linked List in Parts",,"Given the head of a linked list, rotate the list to the right by k places. "
62,Unique Paths,unique-paths,Medium,65.8,3603799,2371531,17566,471,"Math,Dynamic Programming,Combinatorics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDU2",None,,"63,64,174,2304,2192,2400,2435","Unique Paths II,Minimum Path Sum,Dungeon Game,Minimum Path Cost in a Grid,Minimum Cost Homecoming of a Robot in a Grid,Number of Ways to Reach a Position After Exactly k Steps,Paths in Matrix Whose Sum Is Divisible by K",,"There is a robot on an m x n grid. The robot is initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m - 1][n - 1]). The robot can only move either down or right at any point in time. Given the two integers m and n, return the number of possible unique paths that the robot can take to reach the bottom-right corner. The test cases are generated so that the answer will be less than or equal to 2 * 109. "
63,Unique Paths II,unique-paths-ii,Medium,43.2,2849651,1230952,9263,538,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",None,"Use dynamic programming since, from each cell, you can move to the right or down. assume dp[i][j] is the number of unique paths to reach (i, j). dp[i][j] = dp[i][j -1] + dp[i - 1][j]. Be careful when you encounter an obstacle. set its value in dp to 0.","62,1022,2304,2435","Unique Paths,Unique Paths III,Minimum Path Cost in a Grid,Paths in Matrix Whose Sum Is Divisible by K",,"You are given an m x n integer array grid. There is a robot initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m - 1][n - 1]). The robot can only move either down or right at any point in time. An obstacle and space are marked as 1 or 0 respectively in grid. A path that the robot takes cannot include any square that is an obstacle. Return the number of possible unique paths that the robot can take to reach the bottom-right corner. The testcases are generated so that the answer will be less than or equal to 2 * 109. "
64,Minimum Path Sum,minimum-path-sum,Medium,66.5,2310901,1537713,13113,180,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",None,,"62,174,741,2304,2067,2192,2435,2510,2662","Unique Paths,Dungeon Game,Cherry Pickup,Minimum Path Cost in a Grid,Maximum Number of Points with Cost,Minimum Cost Homecoming of a Robot in a Grid,Paths in Matrix Whose Sum Is Divisible by K,Check if There is a Path With Equal Number of 0's And 1's,Minimum Cost of a Path With Special Roads",,"Given a m x n grid filled with non-negative numbers, find a path from top left to bottom right, which minimizes the sum of all numbers along its path. Note: You can only move either down or right at any point in time. "
65,Valid Number,valid-number,Hard,21.6,2111032,455934,1406,2167,String,VG9waWNUYWdOb2RlOjEw,None,,8,String to Integer (atoi),,"Given a string s, return whether s is a valid number.

For example, all the following are valid numbers: ""2"", ""0089"", ""-0.1"", ""+3.14"", ""4."", ""-.9"", ""2e10"", ""-90E3"", ""3e+7"", ""+6e-1"", ""53.5e93"", ""-123.456e789"", while the following are not valid numbers: ""abc"", ""1a"", ""1e"", ""e3"", ""99e2.5"", ""--6"", ""-+3"", ""95a54e53"". Formally, a valid number is defined using one of the following definitions: An integer number is defined with an optional sign '-' or '+' followed by digits. A decimal number is defined with an optional sign '-' or '+' followed by one of the following definitions: An exponent is defined with an exponent notation 'e' or 'E' followed by an integer number. The digits are defined as one or more digits. "
66,Plus One,plus-one,Easy,47.6,6250375,2974265,10413,5500,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=",None,,"43,67,369,1031,2571","Multiply Strings,Add Binary,Plus One Linked List,Add to Array-Form of Integer,Minimum Operations to Reduce an Integer to 0",,"You are given a large integer represented as an integer array digits, where each digits[i] is the ith digit of the integer. The digits are ordered from most significant to least significant in left-to-right order. The large integer does not contain any leading 0's. Increment the large integer by one and return the resulting array of digits. "
67,Add Binary,add-binary,Easy,55.7,3383878,1885262,9966,1047,"Math,String,Bit Manipulation,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDU1",None,,"2,43,66,1031","Add Two Numbers,Multiply Strings,Plus One,Add to Array-Form of Integer",,"Given two binary strings a and b, return their sum as a binary string. "
68,Text Justification,text-justification,Hard,48.2,1138800,549192,4204,5122,"Array,String,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1",None,,"1714,2260,2468","Rearrange Spaces Between Words,Divide a String Into Groups of Size k,Split Message Based on Limit",,"Given an array of strings words and a width maxWidth, format the text such that each line has exactly maxWidth characters and is fully (left and right) justified. You should pack your words in a greedy approach; that is, pack as many words as you can in each line. Pad extra spaces ' ' when necessary so that each line has exactly maxWidth characters. Extra spaces between words should be distributed as evenly as possible. If the number of spaces on a line does not divide evenly between words, the empty slots on the left will be assigned more spaces than the slots on the right. For the last line of text, it should be left-justified, and no extra space is inserted between words. Note: "
